kvknummer,sbicode,vestigingsnummer
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038096
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000046251693
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028037758
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000028038193
41184520,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000038041413
41186582,Post zonder universele dienstverplichting (53.20.1),000003621030
41186582,Grafische afwerking en overige activiteiten verwant aan de drukkerij (18.14),000003621030
41186582,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000003621030
41186582,Groothandel in overige oude materialen en afvalstoffen (46.77.9),000003621049
41186582,Landschapsverzorging (81.30),000003621049
41186582,Winkels in tweedehands kleding (47.79.2),000003621049
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000003619427
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000003619389
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691341
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691368
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691376
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691384
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691392
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691406
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691414
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691422
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691430
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691449
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691457
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691899
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691902
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691910
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691929
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691937
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691945
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691953
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691961
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691988
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049691996
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692720
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692739
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692747
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692755
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692763
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692771
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692798
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692801
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692828
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692836
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692844
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692852
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692860
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049692879
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694375
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694383
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694391
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694405
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694413
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694421
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694448
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694456
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694464
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694472
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049694480
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049695355
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049695363
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049695371
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697722
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697730
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697749
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697757
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697765
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697773
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049697781
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702416
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702424
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702432
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702467
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702904
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702912
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702920
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702939
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702947
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702955
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702963
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702971
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049702998
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049703005
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049703013
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049703021
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049703048
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049703056
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704656
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704664
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704672
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704680
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704699
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704702
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704710
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704729
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704737
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704745
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704753
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704761
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704788
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704796
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704818
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049704826
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706055
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706063
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706071
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706098
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706101
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706128
41186582,Uitzendbureaus (78.20.1),000049706136
41186582,Uitzendbureaus (78.20.1),000049706144
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706152
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706160
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049706179
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844265
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844273
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844702
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844710
41186582,Teelt van houtig kleinfruit in de volle grond (incl. overige boomvruchten en noten) (12.53),000051844729
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844737
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844745
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844753
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844761
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051844788
41186582,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000051847051
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847078
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847086
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847094
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847108
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847116
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847124
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847132
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847140
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847159
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847167
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847175
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847582
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051847590
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849267
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849275
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849283
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849291
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849305
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849313
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849321
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849348
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051849356
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850834
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850842
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850850
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850869
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850877
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850885
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850893
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850907
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850915
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850923
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850931
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850958
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850966
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850974
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850982
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051850990
41186582,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000051851008
